IDENTIFIER	BINCODE	NAME
'254101_at'	'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'
'245346_at'	'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'
'260412_at'	'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'
'258109_at'	'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'
'266357_at'	'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'
'250007_at'	'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'
'261754_at'	'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'
'255676_at'	'2.2.2.1'	'major CHO metabolism.degradation.starch.starch cleavage'
'256746_at'	'2.2.2.2'	'major CHO metabolism.degradation.starch.starch phosphorylase'
'252468_at'	'2.2.2.2'	'major CHO metabolism.degradation.starch.starch phosphorylase'
'246829_at'	'2.2.2.3'	'major CHO metabolism.degradation.starch.glucan water dikinase'
'262784_at'	'2.2.2.3'	'major CHO metabolism.degradation.starch.glucan water dikinase'
'254153_at'	'2.2.2.3'	'major CHO metabolism.degradation.starch.glucan water dikinase'
'245094_at'	'2.2.2.4'	'major CHO metabolism.degradation.starch.D enzyme'
'263322_at'	'2.2.2.4'	'major CHO metabolism.degradation.starch.D enzyme'
'247216_at'	'2.2.2.4'	'major CHO metabolism.degradation.starch.D enzyme'
'251110_at'	'2.2.2.4'	'major CHO metabolism.degradation.starch.D enzyme'
'246508_at'	'2.2.2.6'	'major CHO metabolism.degradation.starch.transporter'
'248886_at'	'2.2.2.6'	'major CHO metabolism.degradation.starch.transporter'
'246434_at'	'2.2.2.6'	'major CHO metabolism.degradation.starch.transporter'
'starch (total)'	'2.2.2.1001'	'major CHO metabolism.degradation.starch'
'maltose'	'2.2.2.1002'	'major CHO metabolism.degradation.starch'
'isomaltose'	'2.2.2.1003'	'major CHO metabolism.degradation.starch'
'maltotriose'	'2.2.2.1004'	'major CHO metabolism.degradation.starch'
''	'3'	'minor CHO metabolism'
''	'3.1'	'minor CHO metabolism.raffinose family'
''	'3.1.1'	'minor CHO metabolism.raffinose family.galactinol synthases'
'264511_at'	'3.1.1.1'	'minor CHO metabolism.raffinose family.galactinol synthases.known'
'245627_at'	'3.1.1.1'	'minor CHO metabolism.raffinose family.galactinol synthases.known'
'263320_at'	'3.1.1.1'	'minor CHO metabolism.raffinose family.galactinol synthases.known'
'246669_at'	'3.1.1.2'	'minor CHO metabolism.raffinose family.galactinol synthases.putative'
'249804_at'	'3.1.1.2'	'minor CHO metabolism.raffinose family.galactinol synthases.putative'
'256392_at'	'3.1.1.2'	'minor CHO metabolism.raffinose family.galactinol synthases.putative'
'256633_at'	'3.1.1.2'	'minor CHO metabolism.raffinose family.galactinol synthases.putative'
'264245_at'	'3.1.1.2'	'minor CHO metabolism.raffinose family.galactinol synthases.putative'
'264940_at'	'3.1.1.2'	'minor CHO metabolism.raffinose family.galactinol synthases.putative'
'254000_at'	'3.1.1.2'	'minor CHO metabolism.raffinose family.galactinol synthases.putative'
''	'3.1.2'	'minor CHO metabolism.raffinose family.raffinose synthases'
'249411_at'	'3.1.2.1'	'minor CHO metabolism.raffinose family.raffinose synthases.known'
'246114_at'	'3.1.2.2'	'minor CHO metabolism.raffinose family.raffinose synthases.putative'
'251642_at'	'3.1.2.2'	'minor CHO metabolism.raffinose family.raffinose synthases.putative'
'264532_at'	'3.1.2.2'	'minor CHO metabolism.raffinose family.raffinose synthases.putative'
'255550_at'	'3.1.3'	'minor CHO metabolism.raffinose family.stachyose synthases'
'raffinose'	'3.1.1001'	'minor CHO metabolism.raffinose family'
'galactinol'	'3.1.1002'	'minor CHO metabolism.raffinose family'
''	'3.2'	'minor CHO metabolism.trehalose'
'256104_at'	'3.2.1'	'minor CHO metabolism.trehalose.TPS'
'253878_at'	'3.2.1'	'minor CHO metabolism.trehalose.TPS'
'262535_at'	'3.2.1'	'minor CHO metabolism.trehalose.TPS'
'263136_at'	'3.2.1'	'minor CHO metabolism.trehalose.TPS'
'254806_at'	'3.2.2'	'minor CHO metabolism.trehalose.TPP'
'248404_at'	'3.2.2'	'minor CHO metabolism.trehalose.TPP'
'250467_at'	'3.2.2'	'minor CHO metabolism.trehalose.TPP'
'247228_at'	'3.2.2'	'minor CHO metabolism.trehalose.TPP'
'263452_at'	'3.2.2'	'minor CHO metabolism.trehalose.TPP'
'254321_at'	'3.2.2'	'minor CHO metabolism.trehalose.TPP'
'255922_at'	'3.2.2'	'minor CHO metabolism.trehalose.TPP'
'252858_at'	'3.2.2'	'minor CHO metabolism.trehalose.TPP'
'256319_at'	'3.2.2'	'minor CHO metabolism.trehalose.TPP'
'260059_at'	'3.2.2'	'minor CHO metabolism.trehalose.TPP'
'260010_at'	'3.2.3'	'minor CHO metabolism.trehalose.potential TPS/TPP'
'245348_at'	'3.2.3'	'minor CHO metabolism.trehalose.potential TPS/TPP'
'263019_at'	'3.2.3'	'minor CHO metabolism.trehalose.potential TPS/TPP'
'264246_at'	'3.2.3'	'minor CHO metabolism.trehalose.potential TPS/TPP'
'266072_at'	'3.2.3'	'minor CHO metabolism.trehalose.potential TPS/TPP'
'264339_at'	'3.2.3'	'minor CHO metabolism.trehalose.potential TPS/TPP'
'259393_at'	'3.2.3'	'minor CHO metabolism.trehalose.potential TPS/TPP'
'254197_at'	'3.2.4'	'minor CHO metabolism.trehalose.trehalase'
'trehalose'	'3.2.1001'	'minor CHO metabolism.trehalose'
'253612_at'	'3.3'	'minor CHO metabolism.sugar alcohols'
'248398_at'	'3.3'	'minor CHO metabolism.sugar alcohols'
'sorbitol'	'3.3.1001'	'minor CHO metabolism.sugar alcohols'
'mannitol'	'3.3.1002'	'minor CHO metabolism.sugar alcohols'
'erythritol'	'3.3.1003'	'minor CHO metabolism.sugar alcohols'
'maltitol'	'3.3.1004'	'minor CHO metabolism.sugar alcohols'
'galactitol'	'3.3.1005'	'minor CHO metabolism.sugar alcohols'
'pinitol'	'3.3.1006'	'minor CHO metabolism.sugar alcohols'
'ononitol'	'3.3.1007'	'minor CHO metabolism.sugar alcohols'
'ribitol'	'3.3.1008'	'minor CHO metabolism.sugar alcohols'
'threitol'	'3.3.1009'	'minor CHO metabolism.sugar alcohols'
'sequoyitol'	'3.3.1010'	'minor CHO metabolism.sugar alcohols'
'viburnitol'	'3.3.1011'	'minor CHO metabolism.sugar alcohols'
'quebranchitol'	'3.3.1012'	'minor CHO metabolism.sugar alcohols'
''	'3.4'	'minor CHO metabolism.myo-inositol'
'255984_at'	'3.4.1'	'minor CHO metabolism.myo-inositol.poly-phosphatases'
'261522_at'	'3.4.1'	'minor CHO metabolism.myo-inositol.poly-phosphatases'
'254707_at'	'3.4.1'	'minor CHO metabolism.myo-inositol.poly-phosphatases'
'250607_at'	'3.4.2'	'minor CHO metabolism.myo-inositol.InsP-Kinases'
'249165_at'	'3.4.2'	'minor CHO metabolism.myo-inositol.InsP-Kinases'
'247495_at'	'3.4.2'	'minor CHO metabolism.myo-inositol.InsP-Kinases'
'263433_at'	'3.4.3'	'minor CHO metabolism.myo-inositol.InsP Synthases'
'250471_at'	'3.4.3'	'minor CHO metabolism.myo-inositol.InsP Synthases'
'252863_at'	'3.4.3'	'minor CHO metabolism.myo-inositol.InsP Synthases'
'247981_at'	'3.4.4'	'minor CHO metabolism.myo-inositol.myo inositol oxygenases'
'266693_at'	'3.4.4'	'minor CHO metabolism.myo-inositol.myo inositol oxygenases'
'254001_at'	'3.4.4'	'minor CHO metabolism.myo-inositol.myo inositol oxygenases'
'252934_at'	'3.4.5'	'minor CHO metabolism.myo-inositol.inositol phosphatase'
'263202_at'	'3.4.5'	'minor CHO metabolism.myo-inositol.inositol phosphatase'
'258613_at'	'3.4.5'	'minor CHO metabolism.myo-inositol.inositol phosphatase'
'263705_at'	'3.4.5'	'minor CHO metabolism.myo-inositol.inositol phosphatase'
'inositol'	'3.4.1001'	'minor CHO metabolism.myo-inositol'
'inositol-1-p'	'3.4.1002'	'minor CHO metabolism.myo-inositol'
'triphosphoinositide'	'3.4.1003'	'minor CHO metabolism.myo-inositol'
'inositol-2-p'	'3.4.1004'	'minor CHO metabolism.myo-inositol'
'247483_at'	'3.5'	'minor CHO metabolism.others'
'247101_at'	'3.5'	'minor CHO metabolism.others'
'259186_at'	'3.5'	'minor CHO metabolism.others'
'266087_at'	'3.5'	'minor CHO metabolism.others'
'247929_at'	'3.5'	'minor CHO metabolism.others'
'261294_at'	'3.5'	'minor CHO metabolism.others'
'267181_at'	'3.5'	'minor CHO metabolism.others'
'251319_at'	'3.5'	'minor CHO metabolism.others'
'250154_at'	'3.5'	'minor CHO metabolism.others'
'249096_at'	'3.5'	'minor CHO metabolism.others'
'250302_at'	'3.5'	'minor CHO metabolism.others'
'261136_at'	'3.5'	'minor CHO metabolism.others'
'262519_at'	'3.5'	'minor CHO metabolism.others'
'259264_at'	'3.5'	'minor CHO metabolism.others'
'262634_at'	'3.5'	'minor CHO metabolism.others'
'257866_at'	'3.5'	'minor CHO metabolism.others'
'254040_at'	'3.5'	'minor CHO metabolism.others'
'250186_at'	'3.5'	'minor CHO metabolism.others'
'260834_at'	'3.5'	'minor CHO metabolism.others'
'247788_at'	'3.5'	'minor CHO metabolism.others'
'258163_at'	'3.5'	'minor CHO metabolism.others'
'267168_at'	'3.5'	'minor CHO metabolism.others'
'252387_at'	'3.5'	'minor CHO metabolism.others'
'253740_at'	'3.5'	'minor CHO metabolism.others'
'249925_at'	'3.5'	'minor CHO metabolism.others'
'263758_s_at'	'3.5'	'minor CHO metabolism.others'
'251100_at'	'3.5'	'minor CHO metabolism.others'
'248234_at'	'3.5'	'minor CHO metabolism.others'
'249589_at'	'3.5'	'minor CHO metabolism.others'
'262398_at'	'3.5'	'minor CHO metabolism.others'
'253858_at'	'3.5'	'minor CHO metabolism.others'
'254223_at'	'3.5'	'minor CHO metabolism.others'
'256150_at'	'3.5'	'minor CHO metabolism.others'
'250297_at'	'3.5'	'minor CHO metabolism.others'
'248348_at'	'3.5'	'minor CHO metabolism.others'
'248242_at'	'3.5'	'minor CHO metabolism.others'
'266207_at'	'3.5'	'minor CHO metabolism.others'
'250913_at'	'3.5'	'minor CHO metabolism.others'
'263678_at'	'3.5'	'minor CHO metabolism.others'
'247924_at'	'3.5.1'	'minor CHO metabolism.others.Xylose isomerase'
'250272_at'	'3.6'	'minor CHO metabolism.callose'
'264108_at'	'3.6'	'minor CHO metabolism.callose'
'261281_at'	'3.6'	'minor CHO metabolism.callose'
'255378_at'	'3.6'	'minor CHO metabolism.callose'
'265729_at'	'3.6'	'minor CHO metabolism.callose'
'247563_at'	'3.6'	'minor CHO metabolism.callose'
'255281_at'	'3.6'	'minor CHO metabolism.callose'
'258122_at'	'3.6'	'minor CHO metabolism.callose'
'256574_at'	'3.6'	'minor CHO metabolism.callose'
'258826_at'	'3.6'	'minor CHO metabolism.callose'
'263183_at'	'3.6'	'minor CHO metabolism.callose'
'251499_at'	'3.6'	'minor CHO metabolism.callose'
'262628_at'	'3.6'	'minor CHO metabolism.callose'
'264112_at'	'3.6'	'minor CHO metabolism.callose'
'263891_at'	'3.6'	'minor CHO metabolism.callose'
'249635_at'	'3.6'	'minor CHO metabolism.callose'
'248591_at'	'3.7'	'minor CHO metabolism.sugar kinases'
'263773_at'	'3.7'	'minor CHO metabolism.sugar kinases'
''	'3.8'	'minor CHO metabolism.galactose'
'258517_at'	'3.8.1'	'minor CHO metabolism.galactose.galactokinases'
'252769_at'	'3.8.1'	'minor CHO metabolism.galactose.galactokinases'
'246036_at'	'3.8.2'	'minor CHO metabolism.galactose.alpha-galactosidases'
'256866_at'	'3.8.2'	'minor CHO metabolism.galactose.alpha-galactosidases'
'251729_at'	'3.8.2'	'minor CHO metabolism.galactose.alpha-galactosidases'
'246055_at'	'3.8.2'	'minor CHO metabolism.galactose.alpha-galactosidases'
'249658_s_at'	'3.99'	'minor CHO metabolism.misc'
'1-o-methyl-alpha-galactoside'	'3.99.1001'	'minor CHO metabolism.misc'
'1-o-methyl-beta-galactoside'	'3.99.1002'	'minor CHO metabolism.misc'
'2-deoxyglucose'	'3.99.1003'	'minor CHO metabolism.misc'
'3-deoxyglucose'	'3.99.1004'	'minor CHO metabolism.misc'
'3-o-methylglucose'	'3.99.1005'	'minor CHO metabolism.misc'
'beta-gentiobiose'	'3.99.1006'	'minor CHO metabolism.misc'
'erythrose'	'3.99.1007'	'minor CHO metabolism.misc'
'lactose'	'3.99.1008'	'minor CHO metabolism.misc'
'lyxose'	'3.99.1009'	'minor CHO metabolism.misc'
'melezitose'	'3.99.1010'	'minor CHO metabolism.misc'
'methyl-alpha-mannopyranoside'	'3.99.1011'	'minor CHO metabolism.misc'
'methyl-d-glucoside'	'3.99.1012'	'minor CHO metabolism.misc'
'oligofructan (total)'	'3.99.1013'	'minor CHO metabolism.misc'
'psicose'	'3.99.1014'	'minor CHO metabolism.misc'
'sophorose'	'3.99.1015'	'minor CHO metabolism.misc'
'sorbitol-6-p'	'3.99.1016'	'minor CHO metabolism.misc'
'tagatose'	'3.99.1017'	'minor CHO metabolism.misc'
'xylitol'	'3.99.1018'	'minor CHO metabolism.misc'
'xylose'	'3.99.1019'	'minor CHO metabolism.misc'
'galactonate'	'3.99.1020'	'minor CHO metabolism.misc'
'galactose'	'3.99.1021'	'minor CHO metabolism.misc'
'galactose-6-p'	'3.99.1022'	'minor CHO metabolism.misc'
'stachyose'	'3.99.1023'	'minor CHO metabolism.misc'
'erythronic acid'	'3.99.1024'	'minor CHO metabolism.misc'
'gulose'	'3.99.1025'	'minor CHO metabolism.misc'
'sorbose'	'3.99.1026'	'minor CHO metabolism.misc'
'laminaribiose'	'3.99.1027'	'minor CHO metabolism.misc.Laminaribiose'
''	'4'	'glycolysis'
''	'4.1'	'glycolysis.cytosolic branch'
'258849_at'	'4.1.2'	'glycolysis.cytosolic branch.UGPase'
'250074_at'	'4.1.2'	'glycolysis.cytosolic branch.UGPase'
'260207_at'	'4.1.3'	'glycolysis.cytosolic branch.phosphoglucomutase (PGM)'
'264903_at'	'4.1.3'	'glycolysis.cytosolic branch.phosphoglucomutase (PGM)'
'249163_at'	'4.1.4'	'glycolysis.cytosolic branch.glucose-6-phosphate isomerase'
'253404_at'	'4.1.5'	'glycolysis.cytosolic branch.phosphofructokinase (PFK)'
'248722_at'	'4.1.5'	'glycolysis.cytosolic branch.phosphofructokinase (PFK)'
'253987_at'	'4.1.5'	'glycolysis.cytosolic branch.phosphofructokinase (PFK)'
'259969_at'	'4.1.6'	'glycolysis.cytosolic branch.pyrophosphate-fructose-6-P phosphotransferase'
'262806_at'	'4.1.6'	'glycolysis.cytosolic branch.pyrophosphate-fructose-6-P phosphotransferase'
'257306_at'	'4.1.7'	"'glycolysis.cytosolic branch.fructose-2,6-bisphosphatase (Fru2,6BisPase)'"
'256036_at'	'4.1.7'	"'glycolysis.cytosolic branch.fructose-2,6-bisphosphatase (Fru2,6BisPase)'"
'251801_at'	'4.1.8'	'glycolysis.cytosolic branch.triosephosphate isomerase (TPI)'
'258588_s_at'	'4.1.9'	'glycolysis.cytosolic branch.glyceraldehyde 3-phosphate dehydrogenase (GAP-DH)'
'259361_at'	'4.1.9'	'glycolysis.cytosolic branch.glyceraldehyde 3-phosphate dehydrogenase (GAP-DH)'
'265998_at'	'4.1.10'	'glycolysis.cytosolic branch.non-phosphorylating glyceraldehyde 3-phosphate dehydrogenase (NPGAP-DH)'
'263921_at'	'4.1.11'	'glycolysis.cytosolic branch.aldolase'
'253966_at'	'4.1.11'	'glycolysis.cytosolic branch.aldolase'
'250917_at'	'4.1.11'	'glycolysis.cytosolic branch.aldolase'
'262944_at'	'4.1.12'	'glycolysis.cytosolic branch.3-phosphoglycerate kinase (PGK)'
'264668_at'	'4.1.13'	'glycolysis.cytosolic branch.phosphoglycerate mutase'
'245689_at'	'4.1.13'	'glycolysis.cytosolic branch.phosphoglycerate mutase'
'255033_at'	'4.1.13'	'glycolysis.cytosolic branch.phosphoglycerate mutase'
'264645_at'	'4.1.13'	'glycolysis.cytosolic branch.phosphoglycerate mutase'
'258679_at'	'4.1.13'	'glycolysis.cytosolic branch.phosphoglycerate mutase'
'264907_at'	'4.1.13'	'glycolysis.cytosolic branch.phosphoglycerate mutase'
'263924_at'	'4.1.14'	'glycolysis.cytosolic branch.enolase'
'260392_at'	'4.1.14'	'glycolysis.cytosolic branch.enolase'
'266266_at'	'4.1.14'	'glycolysis.cytosolic branch.enolase'
'251777_s_at'	'4.1.15'	'glycolysis.cytosolic branch.pyruvate kinase (PK)'
'254009_at'	'4.1.15'	'glycolysis.cytosolic branch.pyruvate kinase (PK)'
'250526_at'	'4.1.15'	'glycolysis.cytosolic branch.pyruvate kinase (PK)'
'247338_at'	'4.1.15'	'glycolysis.cytosolic branch.pyruvate kinase (PK)'
'263922_s_at'	'4.1.15'	'glycolysis.cytosolic branch.pyruvate kinase (PK)'
'258065_at'	'4.1.15'	'glycolysis.cytosolic branch.pyruvate kinase (PK)'
'252300_at'	'4.1.15'	'glycolysis.cytosolic branch.pyruvate kinase (PK)'
'260032_at'	'4.1.16'	'glycolysis.cytosolic branch.phospho-enol-pyruvate carboxylase (PEPC)'
'263491_at'	'4.1.16'	'glycolysis.cytosolic branch.phospho-enol-pyruvate carboxylase (PEPC)'
'260590_at'	'4.1.16'	'glycolysis.cytosolic branch.phospho-enol-pyruvate carboxylase (PEPC)'
'257217_at'	'4.1.16'	'glycolysis.cytosolic branch.phospho-enol-pyruvate carboxylase (PEPC)'
'264783_at'	'4.1.17'	'glycolysis.cytosolic branch.phospho-enol-pyruvate carboxylase kinase (PPCK)'
''	'4.2'	'glycolysis.plastid branch'
'248380_at'	'4.2.3'	'glycolysis.plastid branch.phosphoglucomutase (PGM)'
'246412_at'	'4.2.3'	'glycolysis.plastid branch.phosphoglucomutase (PGM)'
'262309_at'	'4.2.3'	'glycolysis.plastid branch.phosphoglucomutase (PGM)'
'254141_at'	'4.2.4'	'glycolysis.plastid branch.glucose-6-phosphate isomerase'
'247534_at'	'4.2.5'	'glycolysis.plastid branch.phosphofructokinase (PFK)'
'253709_at'	'4.2.5'	'glycolysis.plastid branch.phosphofructokinase (PFK)'
'264044_at'	'4.2.5'	'glycolysis.plastid branch.phosphofructokinase (PFK)'
'264386_at'	'4.2.6'	'glycolysis.plastid branch.pyrophosphate-fructose-6-P phosphotransferase'
'255365_at'	'4.2.6'	'glycolysis.plastid branch.pyrophosphate-fructose-6-P phosphotransferase'
'255924_at'	'4.2.13'	'glycolysis.plastid branch.phosphoglycerate mutase'
'247989_at'	'4.2.15'	'glycolysis.plastid branch.pyruvate kinase (PK)'
'256836_at'	'4.2.15'	'glycolysis.plastid branch.pyruvate kinase (PK)'
'248283_at'	'4.2.15'	'glycolysis.plastid branch.pyruvate kinase (PK)'
'260653_at'	'4.2.15'	'glycolysis.plastid branch.pyruvate kinase (PK)'
''	'4.3'	'glycolysis.unclear/dually targeted'
'247983_at'	'4.3.5'	'glycolysis.unclear/dually targeted.phosphofructokinase (PFK)'
''	'4.3.6'	'glycolysis.unclear/dually targeted.pyrophosphate-fructose-6-P phosphotransferase'
''	'4.3.7'	"'glycolysis.unclear/dually targeted.fructose-2,6-bisphosphatase (Fru2,6BisPase)'"
'252742_at'	'4.3.9'	'glycolysis.unclear/dually targeted.glyceraldehyde 3-phosphate dehydrogenase (GAP-DH)'
'252022_at'	'4.3.11'	'glycolysis.unclear/dually targeted.aldolase'
'262180_at'	'4.3.13'	'glycolysis.unclear/dually targeted.phosphoglycerate mutase'
'249899_at'	'4.3.13'	'glycolysis.unclear/dually targeted.phosphoglycerate mutase'
'252169_at'	'4.3.13'	'glycolysis.unclear/dually targeted.phosphoglycerate mutase'
'258808_at'	'4.3.15'	'glycolysis.unclear/dually targeted.pyruvate kinase (PK)'
'258570_at'	'4.3.17'	'glycolysis.unclear/dually targeted.phospho-enol-pyruvate carboxylase kinase (PEPCK)'
'dihydroxyacetone-p'	'4.1001'	'glycolysis'
'glyceraldehyde-3-p'	'4.1002'	'glycolysis'
"'glycerate-1,3-bisp'"	'4.1003'	'glycolysis'
'glycerate-3-p'	'4.1004'	'glycolysis'
'p-enolpyruvate'	'4.1005'	'glycolysis'
'pyruvate'	'4.1006'	'glycolysis'
'glycerate-2-p'	'4.1007'	'glycolysis'
''	'5'	'fermentation'
'245324_at'	'5.1'	'fermentation.LDH'
'253416_at'	'5.2'	'fermentation.PDC'
'248138_at'	'5.2'	'fermentation.PDC'
'251112_s_at'	'5.2'	'fermentation.PDC'
'250094_at'	'5.2'	'fermentation.PDC'
'264953_at'	'5.3'	'fermentation.ADH'
'263157_at'	'5.10'	'fermentation.aldehyde dehydrogenase'
'253083_at'	'5.10'	'fermentation.aldehyde dehydrogenase'
'245742_at'	'5.10'	'fermentation.aldehyde dehydrogenase'
'252372_at'	'5.10'	'fermentation.aldehyde dehydrogenase'
'253237_at'	'5.10'	'fermentation.aldehyde dehydrogenase'
'265188_at'	'5.10'	'fermentation.aldehyde dehydrogenase'
'258140_at'	'5.10'	'fermentation.aldehyde dehydrogenase'
'lactate'	'5.1001'	'fermentation'
'alanine'	'5.1002'	'fermentation'
'257880_at'	'6'	'gluconeogenese/ glyoxylate cycle'
'263986_at'	'6.1'	'gluconeogenese/ glyoxylate cycle.citrate synthase'
'251540_at'	'6.1'	'gluconeogenese/ glyoxylate cycle.citrate synthase'
'251541_at'	'6.1'	'gluconeogenese/ glyoxylate cycle.citrate synthase'
'250868_at'	'6.2'	'gluconeogenese/ glyoxylate cycle.malate synthase'
'266457_at'	'6.3'	'gluconeogenesis.Malate DH'
'250498_at'	'6.3'	'gluconeogenesis.Malate DH'
'253041_at'	'6.4'	'gluconeogenese/ glyoxylate cycle.PEPCK'
'245528_at'	'6.5'	'gluconeogenese/ glyoxylate cycle.pyruvate dikinase'
'257947_at'	'6.9'	'gluconeogenese/ glyoxylate cycle.isocitrate lyase'
''	'7'	'OPP'
''	'7.1'	'OPP.oxidative PP'
'249694_at'	'7.1.1'	'OPP.oxidative PP.G6PD'
'264513_at'	'7.1.1'	'OPP.oxidative PP.G6PD'
'249372_at'	'7.1.1'	'OPP.oxidative PP.G6PD'
'264859_at'	'7.1.1'	'OPP.oxidative PP.G6PD'
'245977_at'	'7.1.1'	'OPP.oxidative PP.G6PD'
'257144_at'	'7.1.1'	'OPP.oxidative PP.G6PD'
'249732_at'	'7.1.2'	'OPP.oxidative PP.6-phosphogluconolactonase'
'249729_at'	'7.1.2'	'OPP.oxidative PP.6-phosphogluconolactonase'
'256098_at'	'7.1.2'	'OPP.oxidative PP.6-phosphogluconolactonase'
'252282_at'	'7.1.2'	'OPP.oxidative PP.6-phosphogluconolactonase'
'249733_at'	'7.1.2'	'OPP.oxidative PP.6-phosphogluconolactonase'
'256328_at'	'7.1.3'	'OPP.oxidative PP.6-phosphogluconate dehydrogenase'
'259748_at'	'7.1.3'	'OPP.oxidative PP.6-phosphogluconate dehydrogenase'
'249266_at'	'7.1.3'	'OPP.oxidative PP.6-phosphogluconate dehydrogenase'
'257911_at'	'7.1.3'	'OPP.oxidative PP.6-phosphogluconate dehydrogenase'
'253706_at'	'7.1.3'	'OPP.oxidative PP.6-phosphogluconate dehydrogenase'
'260685_at'	'7.1.3'	'OPP.oxidative PP.6-phosphogluconate dehydrogenase'
'262323_at'	'7.1.3'	'OPP.oxidative PP.6-phosphogluconate dehydrogenase'
'259747_at'	'7.1.3'	'OPP.oxidative PP.6-phosphogluconate dehydrogenase'
'gluconate-6-p'	'7.1.1001'	'OPP.oxidative PP'
''	'7.2'	'OPP.non-reductive PP'
'251396_at'	'7.2.1'	'OPP.non-reductive PP.transketolase'
'245089_at'	'7.2.1'	'OPP.non-reductive PP.transketolase'
'260967_at'	'7.2.2'	'OPP.non-reductive PP.transaldolase'
'250234_at'	'7.2.2'	'OPP.non-reductive PP.transaldolase'
'258999_at'	'7.2.3'	'OPP.non-reductive PP.ribulose-phosphate 3-epimerase'
'260085_at'	'7.2.3'	'OPP.non-reductive PP.ribulose-phosphate 3-epimerase'
'249002_at'	'7.2.4'	'OPP.non-reductive PP.ribose 5-phosphate isomerase'
'259098_at'	'7.2.4'	'OPP.non-reductive PP.ribose 5-phosphate isomerase'
